FID,OBJECTID,Match_addr,x,y,ICount,Region,Comuna,Calle_1,Calle_2,Numero,Accid_bici,Falle_bici,Grave_bici,Mgrav_bici,Leve_bici,Ileso_bici
1,1,"10014 SANTA ROSA, LA GRANJA",348472.9304,6286368.9611,1,REGION METROPOLITANA,LA GRANJA,SANTA ROSA, ,10014,1,0,1,0,0,0
2,2,"10369 LOS LIRIOS, LA GRANJA",349565.5201,6286307.0228,1,REGION METROPOLITANA,LA GRANJA,LOS LIRIOS, ,10369,1,0,0,0,0,1
3,3,"10453 VICUNA MACKENNA, LA FLORIDA",352703.9511,6286165.8272,1,REGION METROPOLITANA,LA FLORIDA,VICUNA MACKENNA, ,10453,1,0,0,0,1,0
4,4,"11 DE SEPTIEMBRE & GENERAL DEL CANTO, PROVIDENCIA",349554.4995,6299999.4998,1,REGION METROPOLITANA,PROVIDENCIA,11 DE SEPTIEMBRE,GENERAL DEL CANTO, ,1,0,0,0,0,1
5,5,"1100 RICARDO CUMMING, SANTIAGO",344818.0265,6299561.483,1,REGION METROPOLITANA,SANTIAGO,RICARDO CUMMING, ,1100,1,0,0,0,0,1
6,6,"11053 SAN FRANCISCO, EL BOSQUE",346139.4891,6284865.5832,1,REGION METROPOLITANA,EL BOSQUE,SAN FRANCISCO, ,11053,1,0,0,0,1,0
7,7,"1130 ESTADOS UNIDOS, CERRO NAVIA",338455.6746,6299100.615,1,REGION METROPOLITANA,CERRO NAVIA,ESTADOS UNIDOS, ,1130,1,1,0,0,0,0
8,8,"1131 JORGE ALESSANDRI, LA REINA",356213.78,6296361.9505,1,REGION METROPOLITANA,LA REINA,JORGE ALESSANDRI, ,1131,1,0,0,1,0,0
9,9,"1134 ANTONIO EBNER, QUINTA NORMAL",342307.3706,6298831.3708,1,REGION METROPOLITANA,QUINTA NORMAL,ANTONIO EBNER, ,1134,1,0,1,0,0,0
10,10,"116 EYZAGUIRRE, PUENTE ALTO",353692.6854,6279683.9631,1,REGION METROPOLITANA,PUENTE ALTO,EYZAGUIRRE, ,116,1,0,1,0,0,0
11,11,"1165 JOSE PEDRO ALESSANDRI, NUNOA",351459.1053,6295989.6747,1,REGION METROPOLITANA,NUNOA,JOSE PEDRO ALESSANDRI, ,1165,1,0,0,0,1,0
12,12,"11800 LAS CONDES, LAS CONDES",358307.0825,6306092.1308,1,REGION METROPOLITANA,LAS CONDES,LAS CONDES, ,11800,1,0,0,1,0,0
13,13,"1209 DUBLE ALMEYDA, NUNOA",349578.5362,6297157.4998,1,REGION METROPOLITANA,NUNOA,DUBLE ALMEYDA, ,1209,1,0,0,0,1,0
14,14,"125 MUNOZ GAMERO, RECOLETA",348326.4129,6303025.5954,1,REGION METROPOLITANA,RECOLETA,MUNOZ GAMERO, ,125,1,0,0,0,0,1
15,15,"12501 MONSENOR ESCRIVA DE BALAGUER, LO BARNECHEA",360084.5596,6307272.4434,1,REGION METROPOLITANA,LO BARNECHEA,MONSENOR ESCRIVA DE BALAGUER NORTE, ,12500,1,0,0,0,1,0
16,16,"1361 AMERICO VESPUCIO, QUILICURA",337835.7568,6306051.5697,1,REGION METROPOLITANA,QUILICURA,AMERICO VESPUCIO, ,1361,1,1,0,0,0,0
17,17,"1380 DUBLE ALMEYDA, NUNOA",349717.5775,6297166.5607,1,REGION METROPOLITANA,NUNOA,DUBLE ALMEYDA, ,1380,1,0,0,0,1,0
18,18,"1562 VICUNA MACKENNA, NUNOA",348765.7201,6296127.7546,1,REGION METROPOLITANA,NUNOA,VICUNA MACKENNA, ,1562,1,0,0,0,1,0
19,19,"1580 SUCRE, NUNOA",349901.2335,6297755.7757,1,REGION METROPOLITANA,NUNOA,SUCRE, ,1580,1,0,0,0,1,0
20,20,"1593 IRARRAZAVAL, NUNOA",349938.9616,6297308.5939,1,REGION METROPOLITANA,NUNOA,IRARRAZAVAL, ,1593,1,0,0,0,1,0
21,21,"1612 WALKER MARTINEZ, LA FLORIDA",353285.0519,6289671.2447,1,REGION METROPOLITANA,LA FLORIDA,WALKER MARTINEZ, ,1612,1,0,0,0,1,0
22,22,"1614 SUAREZ MUJICA, NUNOA",349891.3461,6296590.8797,1,REGION METROPOLITANA,NUNOA,SUAREZ MUJICA, ,1614,1,0,0,0,1,0
23,23,"1621 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",345805.8898,6298094.5719,1,REGION METROPOLITANA,SANTIAGO,LIBERTADOR BERNARDO O`HIGGINS, ,1621,1,0,1,0,0,0
24,24,"1624 JULIA BERNSTEIN, LA REINA",358622.0447,6299066.4517,1,REGION METROPOLITANA,LA REINA,JULIA BERNSTEIN, ,1624,1,0,0,0,0,1
25,25,"1635 PEREZ VALENZUELA, PROVIDENCIA",349474.3856,6300500.8621,1,REGION METROPOLITANA,PROVIDENCIA,PEREZ VALENZUELA, ,1635,1,0,0,0,1,0
26,26,"1650 CORONEL ROBLES, QUINTA NORMAL",342654.0606,6299432.5862,1,REGION METROPOLITANA,QUINTA NORMAL,WALKER MARTINEZ, ,1650,1,0,0,0,0,1
27,27,"1650 PRIMERA TRANSVERSAL, MAIPU",337156.2246,6290597.3295,1,REGION METROPOLITANA,MAIPU,PRIMERA TRANSVERSAL, ,1650,1,0,0,0,1,0
28,28,"168 VICTORIA SOTOMAYOR, PUENTE ALTO",352979.7986,6279762.1385,1,REGION METROPOLITANA,PUENTE ALTO,VICTORIA SOTOMAYOR,ANDALIEN,168,1,0,1,0,0,0
29,29,"169 AMERICO VESPUCIO, NUNOA",353965.5519,6297172.5031,1,REGION METROPOLITANA,NUNOA,AMERICO VESPUCIO, ,168,1,0,0,0,1,0
30,30,"1696 SALVADOR, NUNOA",349245.7509,6297795.5652,1,REGION METROPOLITANA,NUNOA,SALVADOR, ,1696,1,0,1,0,0,0
31,31,"1717 REPUBLICA DE ISRAEL, NUNOA",349824.1145,6296581.6657,1,REGION METROPOLITANA,NUNOA,REPUBLICA DE ISRAEL, ,1717,1,0,1,0,0,0
32,32,"1720 RICARDO LYON, PROVIDENCIA",350888.3615,6299130.398,1,REGION METROPOLITANA,PROVIDENCIA,RICARDO LYON, ,1720,1,0,1,0,0,0
33,33,"1767 SANTA FE, QUINTA NORMAL",342190.1704,6299998.317,1,REGION METROPOLITANA,QUINTA NORMAL,SANTA FE, ,1767,1,0,1,0,0,0
34,34,"1786 JOSE MANUEL INFANTE, PROVIDENCIA",349554.487,6297932.3159,1,REGION METROPOLITANA,PROVIDENCIA,JOSE MANUEL INFANTE, ,1786,1,0,0,0,0,1
35,35,"180 SANTA LUISA, QUILICURA",338451.7505,6307356.8315,1,REGION METROPOLITANA,QUILICURA,SANTA LUISA, ,180,1,0,0,0,1,0
36,36,"1801 FRANCISCO BILBAO, PROVIDENCIA",350247.1284,6298925.1729,1,REGION METROPOLITANA,PROVIDENCIA,FRANCISCO BILBAO, ,1800,1,0,0,0,1,0
37,37,"1825 ALTIPLANO, PENALOLEN",354752.842,6295226.5928,1,REGION METROPOLITANA,PENALOLEN,ALTIPLANO, ,1825,1,0,1,0,0,0
38,38,"1889 LO ARCAYA, VITACURA",353144.062,6304548.8002,1,REGION METROPOLITANA,VITACURA,LO ARCAYA, ,1889,1,0,0,0,1,0
39,39,"1920 LOS CONQUISTADORES, PROVIDENCIA",349651.4454,6300927.8514,1,REGION METROPOLITANA,PROVIDENCIA,LOS CONQUISTADORES, ,1920,1,0,0,0,0,1
40,40,"1940 SUCRE, NUNOA",350156.5608,6297806.9052,1,REGION METROPOLITANA,NUNOA,SUCRE, ,1940,1,0,0,0,1,0
41,41,"1990 VICUNA MACKENNA, NUNOA",348917.9559,6295563.2819,1,REGION METROPOLITANA,NUNOA,VICUNA MACKENNA, ,1990,1,0,0,0,1,0
42,42,"20 ORIENTE & 2 SUR, LA GRANJA",349329.4,6290133.5995,1,REGION METROPOLITANA,LA GRANJA,2 ORIENTE,2 SUR, ,1,0,0,0,1,0
43,43,"2047 RODRIGO DE ARAYA, MACUL",350151.572,6294926.278,1,REGION METROPOLITANA,MACUL,RODRIGO DE ARAYA, ,2046,1,0,0,0,1,0
44,44,"2120 POCURO, PROVIDENCIA",350699.7907,6299259.4556,1,REGION METROPOLITANA,PROVIDENCIA,POCURO, ,2120,1,0,0,0,1,0
45,45,"215 SANTO DOMINGO, PUENTE ALTO",353660.9235,6279966.7163,1,REGION METROPOLITANA,PUENTE ALTO,SANTO DOMINGO, ,215,1,0,0,0,0,1
46,46,"2192 PROVIDENCIA, PROVIDENCIA",350308.2284,6300786.0597,1,REGION METROPOLITANA,PROVIDENCIA,PROVIDENCIA, ,2192,1,0,0,0,1,0
47,47,"231 EYZAGUIRRE, PUENTE ALTO",353503.859,6279680.8695,1,REGION METROPOLITANA,PUENTE ALTO,EYSAGUIRRE, ,230,1,0,0,0,0,1
48,48,"2340 ESCUELA AGRICOLA, MACUL",350545.9464,6293153.6833,1,REGION METROPOLITANA,MACUL,ESCUELA AGRICOLA, ,2340,1,0,0,0,0,1
49,49,"2425 ANDRES BELLO, PROVIDENCIA",350454.9777,6301227.1414,1,REGION METROPOLITANA,PROVIDENCIA,ANDRES BELLO, ,2425,1,0,0,0,0,1
50,50,"2447 JUAN DE BASTIDAS, PEDRO AGUIRRE CERDA",345701.1969,6294614.3625,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,ISABEL RIQUELME,JUAN DE BASTIDAS, ,1,0,0,0,0,1
51,51,"2449 CARMEN SILVA, PROVIDENCIA",350944.1828,6300444.4918,1,REGION METROPOLITANA,PROVIDENCIA,CARMEN SILVA, ,2449,1,0,0,0,0,1
52,52,"245 GRECIA, NUNOA",348777.9027,6297044.6732,1,REGION METROPOLITANA,NUNOA,GRECIA, ,245,1,0,0,0,0,1
53,53,"2487 ANTONIO VARAS, NUNOA",350343.6217,6297662.46,1,REGION METROPOLITANA,NUNOA,ANTONIO VARAS, ,2487,1,0,0,0,0,1
54,54,"2500 ANTONIO VARAS, NUNOA",350359.8768,6297651.0838,2,REGION METROPOLITANA,NUNOA,ANTONIO VARAS, ,2500,2,0,0,0,1,1
55,55,"2501 LA MARINA, PEDRO AGUIRRE CERDA",344839.5892,6292881.1673,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,LA MARINA, ,2500,1,0,0,0,1,0
56,56,"2519 ANTONIO VARAS, NUNOA",350353.5629,6297629.4192,1,REGION METROPOLITANA,NUNOA,ANTONIO VARAS, ,2519,1,0,0,0,1,0
57,57,"2525 EYZAGUIRRE, PUENTE ALTO",351208.8009,6279298.8063,1,REGION METROPOLITANA,PUENTE ALTO,EYZAGUIRRE, ,2525,1,0,0,1,0,0
58,58,"256 ARGENTINA, MAIPU",336453.9763,6292040.4479,1,REGION METROPOLITANA,MAIPU,ARGENTINA, ,256,1,0,0,0,1,0
59,59,"2595 LOS LEONES, PROVIDENCIA",351317.9266,6298488.8183,1,REGION METROPOLITANA,PROVIDENCIA,LOS LEONES, ,2595,1,0,1,0,0,0
60,60,"260 PASAJE 3, QUILICURA",338362.2953,6306865.1183,1,REGION METROPOLITANA,QUILICURA,PASAJE 3, ,260,1,0,0,0,1,0
61,61,"271 VOLCAN VILLARRICA, QUILICURA",337254.7109,6307028.1651,1,REGION METROPOLITANA,QUILICURA,VOLCAN VILLARRICA, ,271,1,0,0,0,1,0
62,62,"2797 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",344511.5153,6297663.5333,1,REGION METROPOLITANA,SANTIAGO,LIBERTADOR BERNARDO O`HIGGINS, ,2797,1,0,0,0,1,0
63,63,"2832 MACUL, MACUL",351431.7104,6294317.5064,1,REGION METROPOLITANA,MACUL,MACUL, ,2832,1,0,0,0,1,0
64,64,"2837 ALCALDE EDUARDO CASTILLO VELASCO, NUNOA",351124.6561,6296714.7811,1,REGION METROPOLITANA,NUNOA,ALCALDE EDUARDO CASTILLO VELASCO, ,2837,1,0,0,0,0,1
65,65,"2838 VITACURA, LAS CONDES",350888.4828,6301667.9273,1,REGION METROPOLITANA,LAS CONDES,VITACURA, ,2838,1,0,0,0,1,0
66,66,"2902 LA FRAGUA, PUENTE ALTO",350979.336,6282454.597,1,REGION METROPOLITANA,PUENTE ALTO,LA FRAGUA, ,2902,1,0,0,0,1,0
67,67,"3 PONIENTE & NUEVA SAN MARTIN, MAIPU",334770.4202,6289143.513,1,REGION METROPOLITANA,MAIPU,3 PONIENTE,NUEVA SAN MARTIN, ,1,0,0,0,0,1
68,68,"3011 MARATHON, MACUL",350113.8692,6294027.8811,1,REGION METROPOLITANA,MACUL,MARATHON, ,3011,1,0,0,0,0,1
69,69,"3057 LO ESPINOZA, QUINTA NORMAL",341239.5785,6302013.8768,1,REGION METROPOLITANA,QUINTA NORMAL,LO ESPINOZA, ,3057,1,0,0,0,1,0
70,70,"3078 PEDRO DE VALDIVIA, NUNOA",350810.147,6297611.3753,1,REGION METROPOLITANA,NUNOA,PEDRO DE VALDIVIA, ,3078,1,0,0,1,0,0
71,71,"315 LIBERTADOR BERNARDO O`HIGGINS, QUILICURA",339097.978,6307926.8579,3,REGION METROPOLITANA,QUILICURA,LIBERTADOR BERNARDO O`HIGGINS, ,314,3,0,0,0,2,1
72,72,"3160 CAMILO HENRIQUEZ, PUENTE ALTO",355666.0749,6284285.6485,1,REGION METROPOLITANA,PUENTE ALTO,CAMILO HENRIQUEZ, ,3160,1,0,0,0,1,0
73,73,"3170 PRESIDENTE KENNEDY, VITACURA",351226.1943,6302357.1262,1,REGION METROPOLITANA,VITACURA,PRESIDENTE KENNEDY, ,3170,1,0,0,0,0,1
74,74,"3177 DAG HAMMARSKJOLD, VITACURA",351139.0718,6302544.5933,1,REGION METROPOLITANA,VITACURA,DAG HAMMARSKJOLD, ,3177,1,0,1,0,0,0
75,75,"3363 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",343872.4424,6297469.17,1,REGION METROPOLITANA,ESTACION CENTRAL,LIBERTADOR BERNARDO O`HIGGINS, ,3363,1,0,0,1,1,0
76,76,"3364 PALENA, LA FLORIDA",355179.0593,6290187.6599,1,REGION METROPOLITANA,LA FLORIDA,PALENA, ,3364,1,0,0,0,1,0
77,77,"3410 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",343735.612,6297356.5307,1,REGION METROPOLITANA,ESTACION CENTRAL,LIBERTADOR BERNARDO O`HIGGINS, ,3410,1,0,0,0,0,1
78,78,"3435 LAS NIEVES, VITACURA",351577.2345,6302591.5664,1,REGION METROPOLITANA,VITACURA,LAS NIEVES, ,3435,1,0,0,1,0,0
79,79,"364 SALVADOR, PROVIDENCIA",348908.853,6299068.8846,1,REGION METROPOLITANA,PROVIDENCIA,SALVADOR, ,364,1,0,1,0,0,0
80,80,"3698 CONCHA Y TORO, PUENTE ALTO",353075.3511,6283956.5908,1,REGION METROPOLITANA,PUENTE ALTO,CONCHA Y TORO, ,3698,1,0,0,0,1,1
81,81,"3766 CONCHA Y TORO, PUENTE ALTO",353019.1909,6284262.6326,1,REGION METROPOLITANA,PUENTE ALTO,CONCHA Y TORO, ,8287,1,0,0,1,0,0
82,82,"377 LOS 3 ANTONIOS, NUNOA",351015.5708,6296779.6077,1,REGION METROPOLITANA,NUNOA,LOS 3 ANTONIOS, ,377,1,0,0,1,0,0
83,83,"383 GENERAL SAN MARTIN, QUILICURA",338316.5792,6306756.2979,1,REGION METROPOLITANA,QUILICURA,GENERAL SAN MARTIN, ,383,1,0,0,0,0,1
84,84,"3842 11 NORTE, PEDRO AGUIRRE CERDA",343126.9767,6292321.2717,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,11 NORTE, ,3842,1,0,0,0,1,0
85,85,"3855 CONCHA Y TORO, PUENTE ALTO",353073.3509,6284212.0635,1,REGION METROPOLITANA,PUENTE ALTO,CONCHA Y TORO, ,3854,1,0,1,0,0,0
86,86,"3861 CONCHA Y TORO, PUENTE ALTO",353071.4112,6284222.2891,1,REGION METROPOLITANA,PUENTE ALTO,CONCHA Y TORO, ,3860,1,0,0,0,1,0
87,87,"4 PONIENTE & VALDIVIA, LA GRANJA",349109.3999,6288348.5994,1,REGION METROPOLITANA,LA GRANJA,4 PONIENTE,VALDIVIA, ,1,0,0,0,1,0
88,88,"409 LA PAZ, INDEPENDENCIA",346482.8678,6300178.7233,1,REGION METROPOLITANA,INDEPENDENCIA,LA PAZ, ,408,1,0,0,0,1,0
89,89,"411 MORANDE, SANTIAGO",346267.8081,6298864.4528,1,REGION METROPOLITANA,SANTIAGO,MORANDE, ,411,1,0,0,0,1,0
90,90,"4191 MACUL, MACUL",351379.5142,6292987.7612,1,REGION METROPOLITANA,MACUL,MACUL, ,4191,1,0,0,0,0,1
91,91,"4200 EXEQUIEL FERNANDEZ, MACUL",351197.492,6293007.4972,1,REGION METROPOLITANA,MACUL,EXEQUIEL FERNANDEZ, ,4200,1,0,0,0,1,0
92,92,"4207 VITACURA, VITACURA",352176.5734,6303298.6923,1,REGION METROPOLITANA,VITACURA,VITACURA, ,4207,1,0,0,0,1,0
93,93,"431 BALMACEDA, PUENTE ALTO",353844.3205,6280261.5802,1,REGION METROPOLITANA,PUENTE ALTO,BALMACEDA, ,431,1,0,0,0,1,0
94,94,"434 FRANCISCO BILBAO, PROVIDENCIA",348798.9848,6298549.0495,1,REGION METROPOLITANA,PROVIDENCIA,FRANCISCO BILBAO, ,434,1,0,1,0,0,0
95,95,"4355 EDUARDO CASTILLO VELASCO, NUNOA",352681.9953,6296479.294,1,REGION METROPOLITANA,NUNOA,EDUARDO CASTILLO VELASCO, ,4355,1,0,0,0,1,0
96,96,"437 MANUEL ANTONIO MATTA, QUILICURA",339160.81,6306828.7644,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA, ,437,1,0,0,0,1,0
97,97,"4466 BALAKIREFF, PEDRO AGUIRRE CERDA",344964.5197,6293202.1624,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,BALAKIREFF, ,4466,1,0,0,0,1,0
98,98,"4524 NEVERIA, LAS CONDES",352867.2326,6301542.7124,1,REGION METROPOLITANA,LAS CONDES,NEVERIA, ,4524,1,0,0,0,1,0
99,99,"4848 DEPARTAMENTAL, LA FLORIDA",356191.1422,6290847.143,1,REGION METROPOLITANA,LA FLORIDA,DEPARTAMENTAL, ,4848,1,1,0,0,0,0
100,100,"486 SANTA ISABEL, PROVIDENCIA",348987.3925,6298081.5744,1,REGION METROPOLITANA,PROVIDENCIA,SANTA ISABEL, ,486,1,0,0,0,1,0
101,101,"495 BROWN NORTE, NUNOA",352083.1302,6297621.59,1,REGION METROPOLITANA,NUNOA,BROWN NORTE, ,495,1,0,0,0,1,0
102,102,"5 DE ABRIL & GENERAL AMENGUAL, ESTACION CENTRAL",342386.9422,6296357.3855,1,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,GENERAL AMENGUAL, ,1,0,0,0,1,0
103,103,"5 DE ABRIL & LAS REJAS SUR, ESTACION CENTRAL",341550.6202,6295915.2796,1,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,LAS REJAS, ,1,0,1,0,0,0
104,104,"5 DE ABRIL & PADRE ALBERTO HURTADO, ESTACION CENTRAL",342985.715,6296663.3165,1,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,PADRE ALBERTO HURTADO, ,1,0,0,0,1,0
105,105,"50 PEDRO DE VALDIVIA, PROVIDENCIA",350115.9318,6300542.3472,1,REGION METROPOLITANA,PROVIDENCIA,PEDRO DE VALDIVIA, ,50,1,0,0,0,1,0
106,106,"500 CAMINO LO ECHEVERS, QUILICURA",336395.3373,6305918.9451,1,REGION METROPOLITANA,QUILICURA,LO ECHEVERS, ,500,1,0,0,0,1,0
107,107,"5020 MARTIN DE ZAMORA, LAS CONDES",353699.9336,6301359.0615,1,REGION METROPOLITANA,LAS CONDES,MARTIN DE ZAMORA, ,5020,1,0,0,0,1,0
108,108,"5070 VICUNA MACKENNA, MACUL",349956.0901,6291992.0553,1,REGION METROPOLITANA,MACUL,VICUNA MACKENNA, ,5065,1,0,0,0,0,1
109,109,"510 SANTA MARIA, PROVIDENCIA",348696.3607,6299589.9131,1,REGION METROPOLITANA,PROVIDENCIA,SANTA MARIA, ,510,1,0,0,0,1,0
110,110,"52 DEL CARIBE, PUENTE ALTO",353325.7334,6283106.3674,1,REGION METROPOLITANA,PUENTE ALTO,DEL CARIBE, ,52,1,0,0,0,1,0
111,111,"5225 TOBALABA, LA REINA",353426.8424,6299182.8963,1,REGION METROPOLITANA,LA REINA,TOBALABA, ,5225,1,0,0,0,1,0
112,112,"5275 5 DE ABRIL, ESTACION CENTRAL",340620.6765,6295357.3679,1,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL, ,5275,1,0,0,0,1,0
113,113,"5321 VITACURA, VITACURA",352915.8455,6303637.6173,1,REGION METROPOLITANA,VITACURA,VITACURA, ,5321,1,0,0,0,1,1
114,114,"5344 RECOLETA, HUECHURABA",347602.0645,6305645.7052,1,REGION METROPOLITANA,HUECHURABA,RECOLETA, ,5344,1,0,0,0,1,0
115,115,"539 RECREO, ESTACION CENTRAL",342452.5949,6296478.6035,1,REGION METROPOLITANA,ESTACION CENTRAL,RECREO, ,539,1,0,1,0,0,0
116,116,"5413 PRESIDENTE KENNEDY, LAS CONDES",353042.2944,6303037.97,1,REGION METROPOLITANA,LAS CONDES,PRESIDENTE KENNEDY, ,5413,1,0,0,0,1,0
117,117,"57 SANTO DOMINGO, PUENTE ALTO",353697.4754,6279767.3197,1,REGION METROPOLITANA,PUENTE ALTO,SANTO DOMINGO, ,57,1,0,0,0,0,1
118,118,"574 LIBERTAD, SANTIAGO",344348.3057,6298849.4872,1,REGION METROPOLITANA,SANTIAGO,LIBERTAD, ,574,1,0,0,0,0,1
119,119,"5791 JOSE JOAQUIN PEREZ, QUINTA NORMAL",340498.2434,6299522.0272,1,REGION METROPOLITANA,QUINTA NORMAL,JOSE JOAQUIN PEREZ, ,5791,1,0,0,0,1,0
120,120,"58 SARGENTO MENADIER, PUENTE ALTO",353796.0098,6279248.792,1,REGION METROPOLITANA,PUENTE ALTO,SARGENTO MENADIER, ,58,1,0,1,0,0,0
121,121,"580 JOSE DOMINGO CANAS, NUNOA",349063.1475,6297075.1981,1,REGION METROPOLITANA,NUNOA,JOSE DOMINGO CANAS, ,580,1,0,0,0,0,1
122,122,"582 EDUARDO CORDERO, PUENTE ALTO",354523.0644,6280564.2735,1,REGION METROPOLITANA,PUENTE ALTO,EDUARDO CORDERO, ,582,1,0,0,0,0,1
123,123,"59 ALMIRANTE LATORRE, SANTIAGO",345262.0018,6297766.9995,1,REGION METROPOLITANA,SANTIAGO,ALMIRANTE LATORRE, ,59,1,0,0,0,0,1
124,124,"5900 JORGE INOSTROZA, HUECHURABA",348354.8259,6306522.1269,1,REGION METROPOLITANA,HUECHURABA,JORGE INOSTROZA, ,5900,1,0,0,0,0,1
125,125,"605 EXEQUIEL FERNANDEZ, NUNOA",351296.0388,6296550.2248,1,REGION METROPOLITANA,NUNOA,EXEQUIEL FERNANDEZ, ,605,1,0,0,0,1,0
126,126,"605 JOSE PEDRO ALESSANDRI, NUNOA",351476.3503,6296509.1828,1,REGION METROPOLITANA,NUNOA,JOSE PEDRO ALESSANDRI, ,605,1,0,0,0,1,0
127,127,"6056 JOSE JOAQUIN PEREZ, QUINTA NORMAL",340157.7764,6299617.9676,1,REGION METROPOLITANA,QUINTA NORMAL,JOSE JOAQUIN PEREZ, ,6056,1,0,0,1,0,0
128,128,"611 MANUEL ANTONIO MATTA, SANTIAGO",347475.8659,6296763.1244,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA, ,611,1,1,0,0,0,0
129,129,"6178 SALVADOR GUTIERREZ, CERRO NAVIA",340178.7897,6300648.1117,1,REGION METROPOLITANA,CERRO NAVIA,SALVADOR GUTIERREZ, ,6178,1,0,0,0,1,0
130,130,"6208 JOSE JOAQUIN PEREZ, CERRO NAVIA",339943.1121,6299688.4916,1,REGION METROPOLITANA,CERRO NAVIA,JOSE JOAQUIN PEREZ, ,6208,1,0,0,1,0,0
131,131,"630 BELLAVISTA, PROVIDENCIA",348637.548,6299756.5388,1,REGION METROPOLITANA,PROVIDENCIA,BELLAVISTA, ,630,1,0,0,0,0,1
132,132,"630 MANUEL ANTONIO MATTA, QUILICURA",339397.2045,6306835.5606,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA, ,630,1,0,0,1,0,0
133,133,"633 COPIAPO, SANTIAGO",347340.7436,6297159.035,1,REGION METROPOLITANA,SANTIAGO,COPIAPO, ,633,1,0,0,0,0,1
134,134,"6393 SALVADOR GUTIERREZ, CERRO NAVIA",339925.5301,6300707.8657,1,REGION METROPOLITANA,CERRO NAVIA,SALVADOR GUTIERREZ, ,6393,1,0,0,0,1,0
135,135,"6455 CLOTARIO BLEST, LO ESPEJO",343652.3798,6291245.7261,1,REGION METROPOLITANA,LO ESPEJO,CLOTARIO BLEST, ,6455,1,0,0,0,1,0
136,136,"6508 GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",345975.62,6290221.9961,1,REGION METROPOLITANA,LA CISTERNA,GRAN AVENIDA JOSE MIGUEL CARRERA, ,6508,1,0,0,0,0,1
137,137,"6582 JOSE JOAQUIN PRIETO VIAL, LA CISTERNA",344700.6461,6290509.7262,1,REGION METROPOLITANA,LA CISTERNA,JOSE JOAQUIN PRIETO VIAL, ,6582,1,1,0,0,0,0
138,138,"659 MANUEL ANTONIO MATTA, SANTIAGO",347369.3662,6296734.8989,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA, ,659,1,0,0,0,0,1
139,139,"665 AEROPUERTO, ESTACION CENTRAL",340984.4392,6295268.0013,1,REGION METROPOLITANA,ESTACION CENTRAL,AEROPUERTO, ,665,1,0,0,0,0,1
140,140,"6650 NORUEGA, LAS CONDES",354641.0355,6302808.7408,1,REGION METROPOLITANA,LAS CONDES,NORUEGA, ,6650,1,0,0,0,1,0
141,141,"68 OBSERVATORIO, EL BOSQUE",344267.8439,6285466.2845,1,REGION METROPOLITANA,EL BOSQUE,OBSERVATORIO, ,68,1,0,1,0,0,0
142,142,"681 IRARRAZAVAL, NUNOA",349125.4006,6297277.8796,1,REGION METROPOLITANA,NUNOA,IRARRAZAVAL, ,681,1,0,0,0,1,0
143,143,"6825 JUAN XXIII, VITACURA",354053.9558,6305543.5605,1,REGION METROPOLITANA,VITACURA,JUAN XXIII, ,6825,1,0,0,1,0,0
144,144,"684 LOS DURAZNOS, LA PINTANA",347944.5306,6278335.5251,1,REGION METROPOLITANA,LA PINTANA,LOS DURAZNOS, ,684,1,1,0,0,0,0
145,145,"6847 CARRASCAL, QUINTA NORMAL",340035.868,6301633.1796,1,REGION METROPOLITANA,QUINTA NORMAL,CARRASCAL, ,6847,1,0,0,0,1,0
146,146,"6925 JOSE JOAQUIN PEREZ, CERRO NAVIA",339070.2589,6299815.7696,1,REGION METROPOLITANA,CERRO NAVIA,JOSE JOAQUIN PEREZ, ,6925,1,0,1,0,0,0
147,147,"6965 SAN JOSEMARIA ESCRIVA DE BALAGUER, VITACURA",354077.0052,6305628.4214,1,REGION METROPOLITANA,VITACURA,COSTANERA MONSENOR ESCRIVA DE BALAGUER, ,6965,1,0,0,0,0,1
148,148,"7070 PRESIDENTE EDUARDO FREI MONTALVA, QUILICURA",341676.8354,6306757.3344,1,REGION METROPOLITANA,QUILICURA,PRESIDENTE EDUARDO FREI MONTALVA, ,7070,1,0,0,0,1,0
149,149,"711 AMERICO VESPUCIO, HUECHURABA",346966.2312,6305324.682,1,REGION METROPOLITANA,HUECHURABA,AMERICO VESPUCIO, ,711,1,0,0,0,1,0
